,drugName,condition,review,rating,date,usefulCount
163349,Acetaminophen / dichloralphenazone / isometheptene mucate,Headache,"""I&#039;ve suffered from headaches since elementary school. Somewhat pinpointed it to sinus/allergies about 15 yrs ago since combination of Sudafed and ibuprofen was pretty effective. Take allergy shots, Allegra , Nasonex and still get the headaches unless Sudafed and ibuprofen is taken. My allergist sent me to a neurologist and prescribed Midrin. So far I like it. Took 2 at onset of headache as prescribed and it worked within 45 minutes. Felt a little weird from it. So now I just take one and it works really well all day if not longer. It actually seems to help my eyesight a little and my focus. I was also prescribed a sleep aid but haven&#039;t taken any since I really don&#039;t have trouble sleeping.""",9,1-Oct-14,7
12696,Etanercept,Ankylosing Spondylitis,"""I started Enbrel for AS 19 months ago. I had been diagnosed 46 years ago and had been taking Indocid SR and then when they stopped making the SR version switched to Voltaren. Even taking these potent drugs I was still with pain and problems as they only masked the symptoms. Within 6 hours of my first shot I was pain free and within 2 weeks was playing tennis again. I must say though that I do get sharp pains in my feet occasionally and I have put on about 20 lbs . all on the lower belly which my rheumatologist told me was a possible side affect. Another thing is my finger joints feel weaker and am having a bit of insomnia. But being pain free has helped my quality of life. I joined of a study group on it and share indo with others in it.""",7,26-May-15,10
61403,Citalopram,Postpartum Depression,"""Horrible experience. Couldn&#039;t differ between dreams and actuality. Unfortunately lost custody of my child while on this medication because the paternal grandparents convinced me to sign &quot;insurance papers&quot; which were actually custody papers. They knew what my mental state was at the time due to Celexa. I was very easily agitated and very delusional. At one point I thought my daughter had turned into a puppy. Another point, I thought I took a trip that was about an hour away and got back home within 5 minutes with no recollection of the trip back. These were actually dreams that I thought was happening in reality. I was in such a horrible mental state that I couldn&#039;t even tell that I wasn&#039;t myself, that I was delusional,  or irrational.""",1,27-Jul-17,1
186391,Desvenlafaxine,Depression,"""I was diagnosed with clinical depression over 13 years ago. I took Paxil for 1 year and swore I would never take another depression medicine. After some extreme and consistent stress in 2010, I talked to my MD and he suggested that my depression would not just go away on its own. After explaining my drug experiences he prescribed Lexapro and I took it for about 3 months. It was wonderful except that it just stopped working, I had gained 10 lbs and the sexual side effects were terrible. He changed me to Pristiq, which I have been taking for 16 days now. I never had nausea or dizziness. I feel less hungry than I did on Lexapro and there are no sexual side effects. At first I felt a bit spacey but now I have more energy.""",9,16-May-11,8
194411,Crestor,High Cholesterol,"""Lowered levels immediately""",10,9-Nov-12,44
11511,Pramipexole,Restless Legs Syndrome,"""I did not develop RLS until my early 70&#039;s. Began with  0.5mg Mirapex once daily, went to twice daily,(same dosage) then finally to 1mg twice daily, been on it for a year now and is working fine. Tell ya what though DON&#039;T let your script run out and have to wait. You won&#039;t like it! It&#039;s like going off something &quot;cold turkey&quot;.  I did once and had to wait for 4 days.  Very unpleasant experience. """,9,31-Oct-10,52
86676,Narcan Injection,Opioid Overdose,"""Narcan has saved my life twice in the ER. Every day I rose above the misery of addiction.""",10,22-May-14,17
216364,Sildenafil,Erectile Dysfunction,"""It&#039;d be nice if we didn&#039;t all have to explain to our small children what Viagra is every 10 minutes when watching t.v. DIY channel, sports channel, home improvements channel. Ffs can&#039;t you limit it until AFTER 9pm""",1,28-Sep-16,26
196468,Eszopiclone,Insomnia,"""I have to be in bed by 8 pm to get a full nights sleep for work early the next morning.  I&#039;ve never been able to fall asleep that early on my own, but Lunesta has been awesome.  It does not make me sleepy, but 15 minutes after taking it I lay down and just go to sleep.  At first I found I would wake up 4 or 5 hours later, but my doctor recommended taking melatonin with Lunesta.  Doing this (I take the 10mg time release melatonin) I sleep all night, easily wake up with the alarm clock, have no bad taste in my mouth, and am not groggy at all.  I do not take it on nights where I do not have to get up early the next day.""",9,9-Jun-13,91
24963,Lipitor,High Cholesterol,"""Works very well.""",10,10-Jun-08,65
65374,Yasmin,Birth Control,"""I&rsquo;ve been taking Yasmin for 6 years now and have had no issues! I switched to a cheaper brand that was similar to Yasmin for a couple months and I started to get multiple bladder infections so I switched back to Yasmin. Still no problems other than decreased libido.""",9,10-Dec-17,0
151474,Chantix,Smoking Cessation,"""I haven&#039;t smoked a cigarette in 10 days. I quit on my 7th day of taking chantix. On the 8th day, I woke up and did my normal routine then thought I need to smoke. However, it passed quickly and I didn&#039;t crave one. I kept one cigarette accessible in case I freaked out but threw it out 2 days ago. :) It has been 10 days and I&#039;m fine! I smoked for 15 years. In the end, I was a &quot;light smoker&quot; about 5/6 a day but in 10 days I&#039;ve saved my body from 60 cigs! The side effects are feeling foggy, thirsty, dreams and must eat before pill. It&#039;s all worth it to me. It keeps you calm and not craving. It has worked.""",10,27-Feb-16,11
53924,Macrodantin,Prevention of Bladder infection,"""Pills are very small and easy to swallow. I have no side effects from this medication. I use it to prevent serious urinary tract and bladder infections. I take it after sexual intercourse and it does prevent UTI&#039;s for me. I wouldn&#039;t want to live without this medication.""",10,27-Mar-08,116
138373,Phentermine,Weight Loss,"""I started taking phentermine on February 14, 2014, Since then I have lost at least fifteen pounds and it has not even been a whole month yet, this is awesome, I work night shift so it keeps me up all night and gives me plenty of energy, I hardly ever get a chance to work out because I have three children that crave a lot of attention, this stuff is the best thing since sliced bread! I don&#039;t think about eating, I will force myself to eat a little bit of something healthy every few hours, the side effects were scarey the first two days but after that my body pretty much got used to them. Anyone looking to lose weight this is most definitely a jump start way!""",10,1-Mar-14,32
